CAMPINA GRANDE (82795);
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
14/01/2010;1200;26,9;77,0;955,0;3,8;14,0;7,0;;;21,8;0,0;
14/01/2010;1800;30,7;52,0;952,0;5,0;14,0;5,0;;;;;
15/01/2010;0000;22,8;92,0;954,2;6,6;9,0;6,0;9,10;32,1;;;
15/01/2010;1200;25,5;73,0;954,4;4,0;9,0;7,0;;;22,0;0,0;
15/01/2010;1800;31,1;46,0;951,5;4,6;14,0;8,0;;;;;
16/01/2010;0000;23,1;92,0;955,2;5,0;14,0;5,0;3,30;28,6;;;
16/01/2010;1200;24,1;84,0;955,1;3,3;14,0;10,0;;;21,6;0,0;
16/01/2010;1800;27,6;69,0;952,0;6,5;14,0;7,0;;;;;
17/01/2010;0000;22,9;92,0;954,0;5,0;14,0;6,0;2,30;28,2;;;
17/01/2010;1200;25,2;82,0;954,4;2,8;14,0;6,0;;;20,8;0,0;
17/01/2010;1800;21,1;95,0;953,9;0,3;14,0;10,0;;;;;
18/01/2010;0000;21,1;90,0;955,0;3,5;14,0;10,0;2,20;28,5;;;
18/01/2010;1200;23,5;93,0;954,4;2,1;14,0;10,0;;;20,5;33,8;
18/01/2010;1800;27,1;67,0;951,6;1,6;14,0;8,0;;;;;
19/01/2010;0000;23,0;92,0;953,1;2,3;9,0;7,0;6,40;31,0;;;
19/01/2010;1200;25,1;77,0;953,2;2,1;9,0;8,0;;;21,3;0,0;
19/01/2010;1800;28,1;70,0;949,5;5,0;7,0;7,0;;;;;
20/01/2010;0000;22,0;98,0;954,3;1,6;18,0;10,0;2,80;28,1;;;
20/01/2010;1200;24,0;89,0;953,3;1,1;9,0;8,0;;;21,6;5,1;
20/01/2010;1800;24,8;86,0;950,8;2,0;5,0;10,0;;;;;
21/01/2010;0000;21,6;98,0;952,4;1,6;9,0;9,0;3,10;28,4;;;
21/01/2010;1200;22,0;97,0;954,6;3,1;14,0;9,0;;;21,6;16,0;
21/01/2010;1800;25,2;82,0;952,2;3,3;14,0;7,0;;;;;
22/01/2010;0000;22,6;93,0;952,6;3,6;9,0;8,0;7,40;30,1;;;
22/01/2010;1200;24,9;82,0;953,3;3,6;14,0;8,0;;;21,9;14,4;
22/01/2010;1800;30,0;62,0;950,0;;;;;;;;
23/01/2010;0000;22,8;92,0;951,8;3,5;9,0;8,0;4,80;29,3;;;
23/01/2010;1200;24,7;82,0;953,1;5,0;14,0;8,0;;;21,6;0,0;
23/01/2010;1800;26,7;73,0;949,3;4,1;14,0;9,0;;;;;
24/01/2010;0000;22,2;94,0;951,1;3,3;9,0;8,0;9,30;30,8;;;
24/01/2010;1200;24,4;100,0;951,6;2,6;14,0;8,0;;;21,5;0,7;
24/01/2010;1800;30,3;53,0;948,9;3,0;14,0;4,0;;;;;
25/01/2010;0000;23,1;84,0;950,7;3,3;9,0;2,0;9,90;31,2;;;
25/01/2010;1200;25,4;79,0;951,4;3,1;14,0;7,0;;;21,2;0,0;
25/01/2010;1800;30,7;53,0;948,5;3,0;14,0;4,0;;;;;
26/01/2010;0000;23,4;91,0;950,9;4,3;9,0;6,0;7,80;30,8;;;
26/01/2010;1200;25,1;81,0;950,6;4,3;9,0;8,0;;;22,3;0,0;
26/01/2010;1800;30,6;56,0;947,1;3,8;9,0;7,0;;;;;
27/01/2010;0000;23,8;91,0;950,3;3,3;9,0;8,0;8,40;30,2;;;
27/01/2010;1200;25,0;88,0;951,4;4,8;14,0;7,0;;;22,3;0,3;
27/01/2010;1800;29,8;57,0;948,0;4,1;9,0;5,0;;;;;
28/01/2010;0000;23,4;93,0;950,9;3,8;9,0;6,0;7,30;30,9;;;
28/01/2010;1200;25,7;82,0;952,2;4,1;14,0;8,0;;;22,1;2,3;
28/01/2010;1800;29,2;65,0;948,6;3,0;14,0;8,0;;;;;
29/01/2010;0000;23,2;90,0;950,7;3,5;9,0;8,0;9,20;30,0;;;
29/01/2010;1200;25,7;77,0;951,3;3,1;14,0;6,0;;;22,3;0,5;
29/01/2010;1800;29,1;63,0;949,0;5,5;14,0;5,0;;;;;
30/01/2010;0000;23,3;90,0;951,6;4,0;9,0;5,0;7,40;29,5;;;
30/01/2010;1200;24,9;85,0;951,8;3,1;14,0;8,0;;;22,1;0,0;
30/01/2010;1800;29,0;62,0;950,1;4,5;9,0;7,0;;;;;
31/01/2010;0000;23,6;88,0;952,5;3,3;9,0;9,0;5,00;29,3;;;
31/01/2010;1200;25,2;83,0;952,5;3,3;14,0;9,0;;;22,2;0,3;
31/01/2010;1800;28,1;67,0;950,4;5,3;9,0;9,0;;;;;
01/02/2010;0000;22,7;93,0;953,2;3,1;9,0;7,0;2,40;28,2;;;
01/02/2010;1200;23,6;98,0;953,3;2,6;9,0;10,0;;;21,5;0,3;
01/02/2010;1800;27,4;66,0;951,7;3,3;14,0;9,0;;;;;
02/02/2010;0000;24,0;87,0;954,0;2,6;9,0;6,0;8,30;30,3;;;
02/02/2010;1200;25,2;77,0;953,5;4,3;14,0;7,0;;;21,6;0,6;
02/02/2010;1800;28,1;63,0;951,8;5,3;9,0;9,0;;;;;
03/02/2010;0000;24,0;91,0;954,0;3,3;9,0;6,0;8,80;30,3;;;
03/02/2010;1200;25,0;79,0;953,0;4,5;14,0;9,0;;;22,1;0,0;
03/02/2010;1800;30,1;52,0;950,5;6,0;9,0;6,0;;;;;
04/02/2010;0000;24,1;89,0;952,5;2,8;9,0;7,0;5,70;30,5;;;
04/02/2010;1200;26,2;76,0;953,1;4,1;14,0;7,0;;;22,5;0,0;
04/02/2010;1800;29,6;58,0;950,1;6,5;9,0;8,0;;;;;
05/02/2010;0000;24,2;88,0;952,1;2,5;9,0;7,0;9,20;32,1;;;
05/02/2010;1200;25,9;76,0;952,9;4,5;9,0;8,0;;;22,4;0,0;
05/02/2010;1800;31,2;48,0;949,2;4,5;9,0;4,0;;;;;
06/02/2010;0000;24,6;83,0;952,0;4,3;9,0;6,0;6,70;30,2;;;
06/02/2010;1200;25,1;75,0;953,2;3,8;14,0;9,0;;;21,4;0,0;
06/02/2010;1800;28,6;60,0;950,1;3,5;9,0;9,0;;;;;
07/02/2010;0000;24,5;88,0;952,1;3,5;9,0;6,0;8,40;32,2;;;
07/02/2010;1200;25,6;80,0;952,1;3,1;14,0;8,0;;;21,9;0,0;
07/02/2010;1800;30,9;57,0;948,5;3,3;14,0;8,0;;;;;
08/02/2010;0000;24,1;91,0;951,1;3,1;14,0;8,0;5,00;31,3;;;
08/02/2010;1200;25,4;83,0;951,9;3,1;14,0;9,0;;;22,8;0,3;
08/02/2010;1800;30,1;59,0;948,6;3,0;9,0;10,0;;;;;
09/02/2010;0000;24,1;90,0;951,0;3,1;9,0;9,0;2,30;31,0;;;
09/02/2010;1200;24,2;89,0;951,4;1,6;14,0;10,0;;;22,6;0,0;
09/02/2010;1800;30,5;58,0;947,7;2,3;9,0;9,0;;;;;
10/02/2010;0000;23,6;95,0;950,2;3,5;9,0;10,0;3,20;29,4;;;
10/02/2010;1200;24,7;85,0;951,0;3,8;14,0;10,0;;;22,5;0,7;
10/02/2010;1800;29,1;62,0;947,0;4,8;14,0;10,0;;;;;
11/02/2010;0000;23,2;85,0;949,3;3,0;14,0;6,0;6,80;31,3;;;
11/02/2010;1200;22,2;89,0;950,1;2,5;9,0;10,0;;;20,4;2,6;
11/02/2010;1800;30,0;54,0;947,2;4,8;14,0;4,0;;;;;
12/02/2010;0000;24,0;89,0;950,4;3,0;9,0;6,0;8,00;31,8;;;
12/02/2010;1200;25,2;77,0;951,2;4,6;9,0;5,0;;;21,5;0,0;
12/02/2010;1800;31,5;54,0;948,0;6,3;14,0;8,0;;;;;
13/02/2010;0000;21,4;96,0;951,3;3,3;9,0;10,0;4,30;29,6;;;
13/02/2010;1200;24,0;87,0;952,9;2,8;14,0;9,0;;;21,8;7,3;
13/02/2010;1800;28,6;65,0;950,1;3,0;18,0;9,0;;;;;
14/02/2010;0000;24,3;90,0;951,7;2,5;9,0;8,0;7,60;30,5;;;
14/02/2010;1200;25,1;81,0;953,1;4,5;14,0;6,0;;;21,5;0,0;
14/02/2010;1800;29,9;63,0;949,4;3,0;9,0;6,0;;;;;
15/02/2010;0000;23,9;92,0;951,6;3,3;9,0;7,0;0,50;27,9;;;
15/02/2010;1200;24,9;93,0;952,3;3,8;14,0;8,0;;;22,3;0,0;
15/02/2010;1800;27,5;72,0;950,5;3,8;9,0;10,0;;;;;
16/02/2010;0000;23,7;92,0;951,9;2,8;9,0;9,0;3,70;27,9;;;
16/02/2010;1200;26,2;76,0;952,7;4,3;9,0;7,0;;;22,6;0,1;
16/02/2010;1800;26,3;81,0;951,0;4,0;14,0;10,0;;;;;
17/02/2010;0000;23,6;92,0;952,5;2,5;9,0;7,0;0,20;28,2;;;
17/02/2010;1200;23,1;95,0;953,1;3,8;9,0;10,0;;;22,3;1,2;
17/02/2010;1800;27,5;71,0;950,3;3,8;9,0;10,0;;;;;
18/02/2010;0000;23,2;93,0;952,8;2,5;9,0;7,0;7,10;29,6;;;
18/02/2010;1200;25,6;78,0;953,0;3,5;14,0;7,0;;;22,3;0,0;
18/02/2010;1800;28,9;69,0;951,1;3,1;9,0;7,0;;;;;
19/02/2010;0000;22,6;92,0;954,2;2,5;9,0;10,0;8,70;31,3;;;
19/02/2010;1200;24,9;88,0;954,1;4,0;14,0;9,0;;;21,7;0,9;
19/02/2010;1800;31,3;51,0;951,6;4,0;14,0;6,0;;;;;
20/02/2010;0000;24,4;88,0;954,4;3,8;9,0;5,0;10,20;31,2;;;
20/02/2010;1200;25,9;77,0;953,2;0,5;14,0;7,0;;;22,5;0,3;
20/02/2010;1800;30,0;55,0;949,7;5,5;14,0;6,0;;;;;
21/02/2010;0000;24,2;80,0;952,1;2,8;14,0;6,0;;30,8;;;
21/02/2010;1200;22,9;99,0;952,6;4,5;14,0;8,0;;;22,1;0,0;
21/02/2010;1800;29,5;56,0;949,4;3,0;14,0;8,0;;;;;
22/02/2010;0000;24,5;84,0;951,8;3,0;14,0;8,0;5,70;30,5;;;
22/02/2010;1200;26,5;79,0;951,9;2,6;18,0;8,0;;;22,6;0,0;
22/02/2010;1800;29,3;63,0;948,7;3,5;14,0;8,0;;;;;
23/02/2010;0000;24,6;88,0;952,1;3,0;9,0;8,0;8,10;32,8;;;
23/02/2010;1200;25,5;87,0;952,0;3,5;14,0;8,0;;;22,6;0,0;
23/02/2010;1800;29,7;67,0;948,6;5,5;9,0;6,0;;;;;
24/02/2010;0000;24,4;92,0;952,0;3,1;9,0;6,0;9,70;32,7;;;
24/02/2010;1200;26,9;78,0;952,2;3,1;14,0;7,0;;;22,8;0,0;
24/02/2010;1800;31,3;58,0;949,5;4,1;9,0;6,0;;;;;
25/02/2010;0000;24,6;88,0;951,4;3,1;14,0;10,0;4,30;31,2;;;
25/02/2010;1200;25,5;88,0;952,0;3,5;14,0;9,0;;;22,3;0,0;
25/02/2010;1800;30,3;54,0;948,9;5,0;14,0;6,0;;;;;
26/02/2010;0000;24,6;88,0;951,1;3,1;9,0;9,0;9,50;32,9;;;
26/02/2010;1200;26,8;74,0;952,3;3,8;14,0;8,0;;;22,8;0,0;
26/02/2010;1800;32,6;53,0;948,0;4,1;14,0;6,0;;;;;
27/02/2010;0000;24,5;91,0;950,7;3,1;9,0;5,0;9,70;32,0;;;
27/02/2010;1200;26,4;78,0;952,3;3,5;9,0;6,0;;;22,8;0,0;
27/02/2010;1800;31,4;52,0;949,0;3,5;14,0;4,0;;;;;
28/02/2010;0000;24,4;88,0;951,8;3,5;9,0;5,0;9,70;33,2;;;
28/02/2010;1200;26,4;77,0;953,0;3,5;9,0;6,0;;;22,3;0,0;
28/02/2010;1800;32,2;46,0;949,8;2,5;14,0;2,0;;;;;
01/03/2010;0000;24,4;89,0;952,2;3,2;14,0;2,0;10,30;32,8;;;
01/03/2010;1200;26,5;76,0;954,4;3,1;9,0;8,0;;;22,2;0,0;
01/03/2010;1800;32,8;47,0;950,1;3,6;5,0;5,0;;;;;
02/03/2010;0000;24,6;85,0;952,1;3,8;9,0;3,0;10,60;33,3;;;
02/03/2010;1200;26,5;76,0;953,2;3,6;9,0;6,0;;;22,3;0,0;
02/03/2010;1800;33,0;48,0;950,9;1,8;14,0;4,0;;;;;
03/03/2010;0000;24,4;89,0;951,7;2,5;14,0;2,0;10,70;34,1;;;
03/03/2010;1200;25,8;81,0;953,1;3,1;9,0;2,0;;;22,1;0,0;
03/03/2010;1800;33,1;47,0;949,8;3,3;14,0;2,0;;;;;
04/03/2010;0000;24,5;88,0;951,4;4,0;9,0;2,0;10,20;34,1;;;
04/03/2010;1200;26,9;79,0;952,3;3,1;14,0;5,0;;;22,8;0,0;
04/03/2010;1800;33,8;45,0;949,1;3,0;9,0;5,0;;;;;
05/03/2010;0000;24,4;88,0;950,8;3,1;9,0;6,0;9,90;33,4;;;
05/03/2010;1200;26,8;75,0;952,0;3,5;9,0;2,0;;;22,4;0,0;
05/03/2010;1800;32,9;50,0;949,0;2,0;14,0;4,0;;;;;
06/03/2010;0000;24,3;87,0;950,4;3,6;9,0;1,0;10,10;33,5;;;
06/03/2010;1200;26,6;81,0;951,6;2,0;5,0;5,0;;;22,0;0,0;
06/03/2010;1800;33,1;49,0;947,1;2,5;5,0;3,0;;;;;
07/03/2010;0000;24,3;86,0;950,1;3,3;9,0;4,0;10,90;34,2;;;
07/03/2010;1200;26,8;79,0;952,5;2,6;5,0;6,0;;;22,3;0,0;
07/03/2010;1800;33,0;45,0;948,5;3,0;5,0;2,0;;;;;
08/03/2010;0000;24,6;88,0;950,9;3,3;9,0;4,0;10,00;34,0;;;
08/03/2010;1200;27,4;78,0;953,2;0,9;9,0;6,0;;;22,8;0,0;
08/03/2010;1800;32,5;48,0;949,7;5,0;9,0;4,0;;;;;
09/03/2010;0000;24,4;89,0;952,0;3,5;5,0;4,0;10,20;33,5;;;
09/03/2010;1200;27,3;81,0;953,7;3,6;9,0;6,0;;;22,8;0,0;
09/03/2010;1800;33,0;53,0;947,2;5,0;14,0;3,0;;;;;
10/03/2010;0000;24,6;85,0;951,7;3,6;9,0;3,0;11,00;33,7;;;
10/03/2010;1200;26,6;79,0;952,9;3,8;9,0;3,0;;;21,9;0,0;
10/03/2010;1800;33,3;46,0;948,8;5,0;14,0;1,0;;;;;
11/03/2010;0000;24,5;92,0;950,0;3,6;9,0;3,0;10,60;34,6;;;
11/03/2010;1200;26,2;72,0;951,5;4,6;9,0;3,0;;;22,5;0,0;
11/03/2010;1800;34,3;39,0;947,4;3,0;14,0;2,0;;;;;
12/03/2010;0000;24,5;90,0;949,2;3,8;9,0;6,0;10,20;32,5;;;
12/03/2010;1200;27,6;75,0;952,1;2,5;9,0;6,0;;;22,6;0,0;
12/03/2010;1800;33,2;46,0;949,8;2,5;9,0;4,0;;;;;
13/03/2010;0000;24,3;87,0;950,8;3,3;9,0;6,0;10,30;32,8;;;
13/03/2010;1200;26,7;74,0;953,8;3,5;9,0;6,0;;;22,5;0,0;
13/03/2010;1800;32,1;49,0;950,5;4,3;5,0;3,0;;;;;
14/03/2010;0000;24,3;87,0;952,8;3,5;9,0;3,0;8,90;32,5;;;
14/03/2010;1200;26,5;72,0;954,5;3,5;9,0;5,0;;;22,8;0,0;
14/03/2010;1800;30,5;63,0;951,1;3,0;9,0;7,0;;;;;
15/03/2010;0000;24,2;89,0;952,9;4,0;9,0;8,0;8,00;31,9;;;
15/03/2010;1200;26,3;74,0;953,8;4,8;14,0;8,0;;;22,5;0,2;
15/03/2010;1800;30,2;59,0;950,0;5,0;14,0;6,0;;;;;
16/03/2010;0000;24,1;89,0;952,4;3,8;9,0;7,0;10,30;32,7;;;
16/03/2010;1200;25,9;67,0;953,4;5,5;9,0;7,0;;;22,3;0,0;
16/03/2010;1800;31,3;55,0;949,6;5,0;14,0;2,0;;;;;
17/03/2010;0000;24,2;79,0;952,1;3,0;9,0;4,0;6,70;30,8;;;
17/03/2010;1200;26,9;75,0;952,5;3,8;9,0;8,0;;;20,8;0,0;
17/03/2010;1800;29,7;62,0;949,9;4,1;14,0;6,0;;;;;
18/03/2010;0000;23,5;92,0;952,1;3,3;9,0;5,0;6,00;31,7;;;
18/03/2010;1200;26,9;79,0;953,0;3,6;9,0;8,0;;;22,6;0,0;
18/03/2010;1800;28,4;71,0;950,6;5,0;14,0;8,0;;;;;
19/03/2010;0000;24,2;91,0;953,0;3,3;9,0;8,0;7,60;33,0;;;
19/03/2010;1200;27,5;79,0;954,2;2,5;9,0;5,0;;;22,8;0,0;
19/03/2010;1800;25,4;78,0;951,8;7,8;14,0;10,0;;;;;
20/03/2010;0000;23,3;93,0;953,0;3,0;9,0;7,0;7,50;32,8;;;
20/03/2010;1200;26,3;76,0;953,1;3,3;9,0;6,0;;;23,3;0,0;
20/03/2010;1800;27,2;71,0;950,0;5,0;14,0;9,0;;;;;
21/03/2010;0000;23,6;88,0;952,0;5,0;14,0;10,0;5,00;31,6;;;
21/03/2010;1200;27,6;74,0;952,7;1,6;14,0;8,0;;;22,8;0,2;
21/03/2010;1800;25,1;77,0;949,2;3,3;14,0;8,0;;;;;
22/03/2010;0000;23,1;94,0;952,3;1,6;14,0;6,0;7,30;32,2;;;
22/03/2010;1200;27,0;75,0;953,0;0,4;9,0;8,0;;;23,5;2,7;
22/03/2010;1800;30,3;54,0;949,6;0,3;14,0;6,0;;;;;
23/03/2010;0000;24,0;89,0;952,2;0,3;9,0;4,0;9,60;32,3;;;
23/03/2010;1200;26,8;68,0;952,9;3,6;14,0;7,0;;;22,5;0,0;
23/03/2010;1800;31,4;57,0;950,2;5,0;14,0;5,0;;;;;
24/03/2010;0000;23,0;90,0;951,1;3,0;9,0;5,0;5,90;32,5;;;
24/03/2010;1200;26,0;73,0;952,7;3,1;14,0;9,0;;;22,5;0,0;
24/03/2010;1800;31,2;53,0;948,8;3,3;14,0;6,0;;;;;
25/03/2010;0000;24,3;83,0;950,8;2,8;5,0;5,0;4,90;32,7;;;
25/03/2010;1200;26,1;81,0;952,4;3,1;9,0;8,0;;;21,5;0,0;
25/03/2010;1800;21,1;92,0;950,5;5,6;14,0;10,0;;;;;
26/03/2010;0000;21,6;94,0;952,3;2,0;14,0;10,0;1,30;29,0;;;
26/03/2010;1200;25,1;85,0;953,2;2,1;14,0;8,0;;;21,1;8,9;
26/03/2010;1800;26,1;78,0;950,5;3,3;14,0;9,0;;;;;
27/03/2010;0000;23,0;92,0;951,5;2,8;18,0;10,0;6,80;31,0;;;
27/03/2010;1200;25,7;80,0;952,5;3,0;14,0;7,0;;;22,3;0,8;
27/03/2010;1800;29,8;61,0;948,8;3,0;9,0;8,0;;;;;
28/03/2010;0000;24,0;90,0;952,0;3,1;9,0;9,0;5,50;31,1;;;
28/03/2010;1200;24,9;88,0;952,3;1,5;14,0;8,0;;;22,6;0,0;
28/03/2010;1800;26,2;90,0;949,4;4,5;9,0;9,0;;;;;
29/03/2010;0000;22,8;95,0;951,8;1,8;9,0;9,0;8,60;30,3;;;
29/03/2010;1200;25,9;85,0;953,0;2,5;9,0;7,0;;;22,8;8,4;
29/03/2010;1800;29,8;65,0;950,4;3,1;14,0;7,0;;;;;
30/03/2010;0000;23,9;94,0;952,4;3,6;9,0;8,0;10,10;32,5;;;
30/03/2010;1200;26,8;75,0;953,0;3,5;14,0;6,0;;;22,8;0,0;
30/03/2010;1800;32,0;54,0;949,5;4,5;14,0;6,0;;;;;
31/03/2010;0000;24,3;91,0;952,0;4,3;9,0;7,0;10,20;32,1;;;
31/03/2010;1200;28,0;74,0;953,4;4,5;14,0;6,0;;;22,9;0,0;
31/03/2010;1800;31,1;58,0;947,8;4,6;14,0;4,0;;;;;
01/04/2010;0000;24,5;91,0;949,7;3,8;9,0;5,0;7,20;31,1;;;
01/04/2010;1200;26,6;81,0;951,0;4,1;14,0;7,0;;;23,3;0,0;
01/04/2010;1800;28,8;66,0;948,3;5,0;14,0;6,0;;;;;
02/04/2010;0000;24,1;92,0;950,2;3,8;9,0;8,0;9,10;32,4;;;
02/04/2010;1200;25,5;85,0;950,6;4,1;14,0;8,0;;;23,3;0,0;
02/04/2010;1800;31,1;61,0;948,5;4,0;14,0;4,0;;;;;
03/04/2010;0000;24,4;89,0;951,2;3,5;9,0;6,0;9,30;32,0;;;
03/04/2010;1200;27,1;77,0;952,0;5,1;14,0;7,0;;;23,6;0,0;
03/04/2010;1800;30,7;56,0;949,1;4,3;9,0;5,0;;;;;
04/04/2010;0000;24,3;90,0;951,5;3,1;9,0;4,0;8,00;31,5;;;
04/04/2010;1200;25,2;84,0;952,6;4,1;14,0;8,0;;;23,2;0,0;
04/04/2010;1800;30,6;55,0;949,7;4,6;14,0;4,0;;;;;
05/04/2010;0000;24,5;81,0;950,8;3,3;9,0;2,0;10,30;32,4;;;
05/04/2010;1200;25,9;79,0;953,0;5,3;14,0;7,0;;;22,8;0,0;
05/04/2010;1800;30,1;64,0;949,4;4,1;9,0;3,0;;;;;
06/04/2010;0000;24,2;88,0;950,5;3,5;9,0;6,0;4,70;29,0;;;
06/04/2010;1200;24,9;90,0;951,8;3,1;14,0;8,0;;;22,6;4,3;
06/04/2010;1800;27,7;81,0;947,4;3,3;14,0;7,0;;;;;
07/04/2010;0000;22,6;94,0;950,0;1,6;9,0;9,0;7,30;31,3;;;
07/04/2010;1200;26,6;78,0;950,1;3,6;14,0;7,0;;;22,9;4,3;
07/04/2010;1800;30,2;59,0;946,3;2,6;14,0;9,0;;;;;
08/04/2010;0000;24,5;90,0;950,2;1,6;9,0;9,0;7,20;32,2;;;
08/04/2010;1200;27,6;75,0;951,2;2,8;5,0;7,0;;;22,8;0,0;
08/04/2010;1800;23,8;93,0;948,0;1,6;23,0;10,0;;;;;
09/04/2010;0000;22,8;96,0;951,8;1,0;5,0;10,0;3,20;28,3;;;
09/04/2010;1200;26,8;82,0;953,0;1,5;14,0;8,0;;;22,7;15,9;
09/04/2010;1800;25,7;85,0;950,7;1,6;14,0;10,0;;;;;
10/04/2010;0000;22,8;97,0;953,9;2,1;14,0;10,0;;;;;
10/04/2010;1200;24,0;94,0;953,6;4,1;14,0;10,0;;;;5,9;
10/04/2010;1800;26,2;74,0;950,4;3,5;14,0;7,0;;;;;
11/04/2010;0000;23,1;92,0;953,1;0,3;14,0;7,0;5,80;30,0;;;
11/04/2010;1200;24,8;87,0;952,4;1,5;23,0;8,0;;;21,3;9,8;
11/04/2010;1800;27,3;73,0;948,0;4,8;23,0;7,0;;;;;
12/04/2010;0000;23,3;92,0;950,4;4,1;14,0;4,0;8,30;29,8;;;
12/04/2010;1200;25,1;82,0;952,2;1,8;14,0;9,0;;;22,3;0,0;
12/04/2010;1800;29,1;61,0;948,3;3,0;14,0;6,0;;;;;
13/04/2010;0000;23,6;89,0;951,1;3,0;9,0;3,0;8,80;31,5;;;
13/04/2010;1200;25,9;71,0;953,1;3,8;14,0;7,0;;;22,0;0,0;
13/04/2010;1800;29,4;57,0;950,1;2,8;14,0;5,0;;;;;
14/04/2010;0000;24,1;85,0;952,2;3,0;9,0;3,0;10,70;31,8;;;
14/04/2010;1200;26,8;70,0;953,1;4,3;14,0;6,0;;;22,0;0,0;
14/04/2010;1800;31,1;50,0;950,5;4,1;9,0;4,0;;;;;
15/04/2010;0000;24,3;87,0;952,2;3,0;9,0;6,0;8,90;31,5;;;
15/04/2010;1200;25,3;81,0;953,0;5,5;14,0;8,0;;;22,5;0,0;
15/04/2010;1800;30,1;56,0;949,1;5,0;14,0;3,0;;;;;
16/04/2010;0000;23,8;85,0;951,6;3,1;9,0;2,0;8,80;31,2;;;
16/04/2010;1200;26,0;79,0;952,2;4,3;14,0;8,0;;;22,3;3,1;
16/04/2010;1800;31,0;51,0;949,5;3,5;14,0;4,0;;;;;
17/04/2010;0000;24,3;84,0;951,9;2,8;9,0;4,0;4,10;29,1;;;
17/04/2010;1200;25,7;81,0;953,3;3,0;14,0;8,0;;;21,7;0,0;
