PATOS (82791);
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
18/01/2010;0000;22,4;95,0;986,6;2,5;27,0;10,0;5,80;31,5;;;
18/01/2010;1200;26,2;78,0;986,6;2,8;9,0;7,0;;;18,5;17,2;
18/01/2010;1800;;;;;;;;;;;
19/01/2010;0000;26,8;75,0;984,7;2,1;14,0;8,0;9,30;34,1;;;
19/01/2010;1200;27,4;71,0;985,3;4,6;9,0;4,0;;;19,3;0,0;
19/01/2010;1800;;;;;;;;;;;
20/01/2010;0000;22,8;91,0;986,2;3,3;9,0;10,0;8,60;33,3;;;
20/01/2010;1200;26,1;83,0;985,4;2,0;14,0;4,0;;;18,1;4,9;
20/01/2010;1800;;;;;;;;;;;
21/01/2010;0000;24,0;91,0;984,1;1,1;14,0;7,0;7,80;31,5;;;
21/01/2010;1200;27,0;77,0;985,5;2,3;9,0;6,0;;;19,3;1,5;
21/01/2010;1800;;;;;;;;;;;
22/01/2010;0000;26,3;77,0;983,5;2,8;9,0;4,0;9,40;33,7;;;
22/01/2010;1200;27,8;71,0;984,5;3,8;9,0;4,0;;;19,5;8,2;
22/01/2010;1800;;;;;;;;;;;
23/01/2010;0000;27,4;65,0;981,7;1,8;5,0;4,0;6,50;33,0;;;
23/01/2010;1200;26,7;71,0;983,9;4,3;9,0;7,0;;;20,5;0,0;
23/01/2010;1800;;;;;;;;;;;
24/01/2010;0000;27,0;72,0;981,6;4,0;9,0;3,0;11,50;35,0;;;
24/01/2010;1200;28,0;65,0;983,2;4,6;14,0;4,0;;;19,7;0,0;
24/01/2010;1800;;;;;;;;;;;
25/01/2010;0000;28,0;57,0;981,2;1,6;9,0;0,0;11,40;35,6;;;
25/01/2010;1200;27,0;68,0;983,6;3,1;9,0;4,0;;;19,2;0,0;
25/01/2010;1800;;;;;;;;;;;
26/01/2010;0000;28,4;60,0;981,5;0,5;9,0;7,0;9,70;34,6;;;
26/01/2010;1200;28,5;67,0;984,2;4,1;9,0;7,0;;;20,9;5,6;
26/01/2010;1800;;;;;;;;;;;
27/01/2010;0000;26,0;75,0;982,2;2,6;14,0;7,0;8,70;35,3;;;
27/01/2010;1200;28,0;71,0;983,3;3,8;9,0;7,0;;;20,9;0,0;
27/01/2010;1800;;;;;;;;;;;
28/01/2010;0000;27,3;83,0;981,6;0,8;14,0;9,0;10,10;35,4;;;
28/01/2010;1200;27,7;70,0;984,0;3,8;14,0;7,0;;;20,8;0,0;
28/01/2010;1800;;;;;;;;;;;
29/01/2010;0000;29,2;64,0;981,4;5,0;9,0;6,0;9,00;35,9;;;
29/01/2010;1200;28,5;70,0;983,1;3,5;14,0;7,0;;;21,6;0,0;
29/01/2010;1800;;;;;;;;;;;
30/01/2010;0000;28,8;63,0;982,3;6,6;9,0;3,0;10,40;35,8;;;
30/01/2010;1200;28,7;61,0;983,5;3,3;9,0;3,0;;;20,1;0,0;
30/01/2010;1800;;;;;;;;;;;
31/01/2010;0000;29,2;60,0;983,1;2,3;9,0;0,0;5,60;34,3;;;
31/01/2010;1200;28,5;68,0;983,8;5,5;9,0;8,0;;;20,9;0,0;
31/01/2010;1800;;;;;;;;;;;
01/02/2010;0000;28,3;65,0;983,6;6,0;9,0;6,0;6,80;34,8;;;
01/02/2010;1200;28,8;60,0;985,1;5,0;9,0;3,0;;;20,7;0,0;
01/02/2010;1800;;;;;;;;;;;
02/02/2010;0000;28,6;64,0;984,6;2,8;9,0;4,0;7,80;34,8;;;
02/02/2010;1200;28,9;60,0;985,2;6,3;9,0;5,0;;;20,9;0,0;
02/02/2010;1800;;;;;;;;;;;
03/02/2010;0000;29,0;62,0;984,2;4,5;9,0;7,0;9,50;35,6;;;
03/02/2010;1200;28,7;63,0;984,7;6,3;9,0;8,0;;;20,3;0,0;
03/02/2010;1800;;;;;;;;;;;
04/02/2010;0000;29,6;58,0;982,6;4,8;9,0;3,0;9,70;35,8;;;
04/02/2010;1200;30,0;62,0;985,2;4,5;9,0;3,0;;;20,9;0,0;
04/02/2010;1800;;;;;;;;;;;
05/02/2010;0000;30,0;57,0;982,3;2,1;9,0;0,0;11,30;37,0;;;
05/02/2010;1200;28,9;64,0;984,5;4,3;14,0;4,0;;;21,1;0,0;
05/02/2010;1800;;;;;;;;;;;
06/02/2010;0000;30,8;51,0;981,5;4,8;9,0;0,0;6,70;35,9;;;
06/02/2010;1200;28,7;60,0;984,2;5,8;9,0;8,0;;;20,5;0,0;
06/02/2010;1800;;;;;;;;;;;
07/02/2010;0000;30,0;53,0;982,1;4,5;5,0;0,0;7,70;36,8;;;
07/02/2010;1200;29,1;62,0;983,6;3,8;9,0;7,0;;;20,7;0,0;
07/02/2010;1800;;;;;;;;;;;
08/02/2010;0000;31,0;56,0;981,0;5,1;9,0;4,0;3,00;35,3;;;
08/02/2010;1200;28,4;67,0;983,7;3,3;9,0;10,0;;;21,5;0,0;
08/02/2010;1800;;;;;;;;;;;
09/02/2010;0000;25,1;74,0;982,4;2,6;14,0;10,0;3,00;34,3;;;
09/02/2010;1200;27,2;79,0;983,2;0,7;9,0;10,0;;;20,7;1,0;
09/02/2010;1800;;;;;;;;;;;
10/02/2010;0000;28,7;66,0;981,3;2,3;18,0;10,0;4,00;33,7;;;
10/02/2010;1200;26,2;83,0;982,4;0,3;23,0;10,0;;;19,2;2,0;
10/02/2010;1800;;;;;;;;;;;
11/02/2010;0000;28,2;58,0;980,0;3,3;9,0;5,0;6,20;34,2;;;
11/02/2010;1200;26,7;71,0;982,1;2,5;9,0;10,0;;;19,8;0,0;
11/02/2010;1800;;;;;;;;;;;
12/02/2010;0000;28,3;68,0;981,2;2,1;36,0;8,0;10,30;36,5;;;
12/02/2010;1200;29,0;62,0;983,3;4,6;9,0;4,0;;;19,1;0,0;
12/02/2010;1800;;;;;;;;;;;
13/02/2010;0000;23,4;95,0;984,2;2,3;23,0;10,0;10,50;34,6;;;
13/02/2010;1200;28,0;67,0;984,6;2,6;9,0;3,0;;;19,0;22,1;
13/02/2010;1800;;;;;;;;;;;
14/02/2010;0000;24,6;87,0;982,6;0,8;9,0;5,0;9,20;34,5;;;
14/02/2010;1200;27,1;74,0;984,2;4,1;9,0;7,0;;;20,1;2,2;
14/02/2010;1800;;;;;;;;;;;
15/02/2010;0000;29,8;63,0;982,0;1,8;9,0;8,0;0,00;31,0;;;
15/02/2010;1200;26,4;68,0;984,1;2,1;9,0;10,0;;;22,0;0,0;
15/02/2010;1800;;;;;;;;;;;
16/02/2010;0000;27,6;71,0;982,8;2,3;9,0;8,0;2,60;33,2;;;
16/02/2010;1200;26,8;78,0;984,5;2,3;9,0;10,0;;;21,1;0,0;
16/02/2010;1800;;;;;;;;;;;
17/02/2010;0000;27,9;67,0;983,2;3,1;9,0;6,0;0,40;32,0;;;
17/02/2010;1200;26,6;78,0;985,2;3,3;5,0;10,0;;;21,4;0,0;
17/02/2010;1800;;;;;;;;;;;
18/02/2010;0000;28,0;70,0;983,2;2,5;5,0;0,0;8,10;34,1;;;
18/02/2010;1200;28,5;66,0;985,1;4,6;9,0;8,0;;;20,7;0,0;
18/02/2010;1800;;;;;;;;;;;
19/02/2010;0000;27,7;71,0;984,5;6,3;9,0;0,0;11,10;36,2;;;
19/02/2010;1200;29,4;62,0;985,3;3,5;9,0;4,0;;;20,5;0,0;
19/02/2010;1800;;;;;;;;;;;
20/02/2010;0000;30,0;58,0;984,2;4,3;9,0;0,0;10,80;37,3;;;
20/02/2010;1200;29,1;61,0;985,2;6,6;9,0;7,0;;;22,4;0,0;
20/02/2010;1800;;;;;;;;;;;
21/02/2010;0000;29,3;51,0;982,4;5,0;9,0;3,0;8,90;35,8;;;
21/02/2010;1200;29,2;57,0;984,2;3,3;14,0;5,0;;;19,8;0,0;
21/02/2010;1800;;;;;;;;;;;
22/02/2010;0000;30,6;54,0;981,8;1,6;5,0;7,0;6,40;37,7;;;
22/02/2010;1200;29,2;63,0;984,9;3,8;9,0;7,0;;;21,4;0,0;
22/02/2010;1800;;;;;;;;;;;
23/02/2010;0000;26,3;77,0;983,0;0,5;9,0;7,0;10,50;36,7;;;
23/02/2010;1200;29,0;64,0;984,4;5,1;9,0;5,0;;;21,1;0,0;
23/02/2010;1800;;;;;;;;;;;
24/02/2010;0000;26,1;75,0;982,4;5,0;14,0;10,0;2,60;35,3;;;
24/02/2010;1200;27,8;75,0;984,6;1,6;9,0;9,0;;;21,6;0,0;
24/02/2010;1800;;;;;;;;;;;
25/02/2010;0000;29,5;66,0;982,1;0,3;5,0;7,0;2,90;33,5;;;
25/02/2010;1200;27,0;85,0;984,0;1,1;32,0;9,0;;;19,4;2,1;
25/02/2010;1800;;;;;;;;;;;
26/02/2010;0000;28,8;76,0;981,4;1,1;14,0;10,0;8,40;36,8;;;
26/02/2010;1200;28,5;71,0;983,3;3,8;5,0;8,0;;;21,4;0,0;
26/02/2010;1800;;;;;;;;;;;
27/02/2010;0000;30,3;60,0;980,8;1,6;9,0;6,0;10,40;37,3;;;
27/02/2010;1200;28,1;68,0;984,3;2,0;14,0;6,0;;;20,9;0,0;
27/02/2010;1800;;;;;;;;;;;
28/02/2010;0000;31,1;50,0;982,1;4,6;5,0;3,0;9,50;37,4;;;
28/02/2010;1200;28,1;66,0;985,0;2,5;5,0;7,0;;;20,7;0,0;
28/02/2010;1800;;;;;;;;;;;
01/03/2010;0000;32,3;46,0;982,3;1,0;36,0;8,0;11,20;37,6;;;
01/03/2010;1200;28,7;61,0;985,8;1,8;5,0;4,0;;;20,1;0,0;
01/03/2010;1800;;;;;;;;;;;
02/03/2010;0000;30,4;56,0;982,0;1,3;23,0;5,0;11,10;38,1;;;
02/03/2010;1200;28,8;58,0;985,2;3,8;5,0;0,0;;;20,7;0,0;
02/03/2010;1800;;;;;;;;;;;
03/03/2010;0000;32,0;55,0;982,2;2,6;36,0;8,0;11,40;38,3;;;
03/03/2010;1200;28,3;62,0;985,1;2,6;5,0;0,0;;;20,1;0,0;
03/03/2010;1800;;;;;;;;;;;
04/03/2010;0000;31,2;58,0;982,3;3,1;36,0;5,0;10,50;36,8;;;
04/03/2010;1200;28,2;65,0;984,2;1,5;9,0;7,0;;;20,3;0,0;
04/03/2010;1800;;;;;;;;;;;
05/03/2010;0000;31,9;52,0;981,0;1,0;32,0;8,0;10,80;36,8;;;
05/03/2010;1200;28,7;65,0;983,8;1,8;5,0;6,0;;;22,2;0,0;
05/03/2010;1800;;;;;;;;;;;
06/03/2010;0000;31,3;55,0;980,7;4,3;36,0;4,0;11,00;37,0;;;
06/03/2010;1200;28,8;61,0;982,6;2,0;36,0;7,0;;;20,9;0,0;
06/03/2010;1800;;;;;;;;;;;
07/03/2010;0000;31,0;61,0;980,7;4,6;36,0;3,0;10,50;38,1;;;
07/03/2010;1200;29,9;61,0;983,9;4,5;5,0;6,0;;;21,8;0,0;
07/03/2010;1800;;;;;;;;;;;
08/03/2010;0000;30,6;64,0;981,7;3,8;36,0;2,0;10,60;38,3;;;
08/03/2010;1200;29,8;58,0;985,3;3,1;5,0;6,0;;;21,4;0,0;
08/03/2010;1800;;;;;;;;;;;
09/03/2010;0000;32,3;52,0;982,0;2,5;5,0;7,0;11,30;39,3;;;
09/03/2010;1200;29,6;59,0;985,0;3,3;9,0;6,0;;;21,6;0,0;
09/03/2010;1800;;;;;;;;;;;
10/03/2010;0000;32,0;43,0;980,7;3,1;5,0;0,0;11,30;39,5;;;
10/03/2010;1200;29,0;54,0;984,6;4,5;9,0;2,0;;;20,9;0,0;
10/03/2010;1800;;;;;;;;;;;
11/03/2010;0000;31,3;56,0;980,6;6,1;36,0;0,0;11,20;39,4;;;
11/03/2010;1200;30,4;53,0;983,4;1,6;5,0;4,0;;;20,8;0,0;
11/03/2010;1800;;;;;;;;;;;
12/03/2010;0000;32,0;54,0;979,0;0,3;14,0;0,0;10,80;39,6;;;
12/03/2010;1200;30,2;58,0;983,8;1,8;5,0;3,0;;;21,8;0,0;
12/03/2010;1800;;;;;;;;;;;
13/03/2010;0000;32,2;58,0;981,2;1,8;36,0;5,0;11,10;38,6;;;
13/03/2010;1200;28,2;63,0;985,4;2,8;5,0;7,0;;;21,6;0,0;
13/03/2010;1800;;;;;;;;;;;
14/03/2010;0000;32,0;43,0;983,3;3,3;5,0;0,0;10,00;38,1;;;
14/03/2010;1200;29,5;58,0;986,3;3,1;5,0;7,0;;;21,4;0,0;
14/03/2010;1800;;;;;;;;;;;
15/03/2010;0000;28,8;73,0;984,3;4,8;5,0;10,0;7,30;38,2;;;
15/03/2010;1200;30,6;55,0;985,5;4,6;9,0;3,0;;;21,8;0,4;
15/03/2010;1800;;;;;;;;;;;
16/03/2010;0000;30,3;59,0;982,1;6,6;9,0;0,0;11,00;38,4;;;
16/03/2010;1200;29,5;54,0;985,1;5,6;9,0;4,0;;;21,4;0,0;
16/03/2010;1800;;;;;;;;;;;
17/03/2010;0000;30,7;52,0;982,0;6,6;9,0;0,0;9,60;37,5;;;
17/03/2010;1200;28,6;62,0;984,7;4,5;9,0;7,0;;;20,5;0,0;
17/03/2010;1800;;;;;;;;;;;
18/03/2010;0000;29,5;53,0;982,5;5,3;9,0;0,0;9,00;38,2;;;
18/03/2010;1200;29,7;65,0;985,3;3,3;14,0;5,0;;;20,1;0,0;
18/03/2010;1800;;;;;;;;;;;
19/03/2010;0000;23,8;84,0;985,0;1,3;5,0;10,0;10,00;36,6;;;
19/03/2010;1200;28,5;69,0;986,2;1,1;9,0;5,0;;;20,1;9,7;
19/03/2010;1800;;;;;;;;;;;
20/03/2010;0000;23,6;94,0;985,4;3,0;14,0;10,0;9,50;35,8;;;
20/03/2010;1200;27,8;79,0;985,3;2,1;5,0;8,0;;;20,1;30,2;
20/03/2010;1800;;;;;;;;;;;
21/03/2010;0000;26,3;86,0;984,0;1,6;14,0;10,0;0,00;29,6;;;
21/03/2010;1200;25,2;92,0;985,2;1,6;18,0;10,0;;;19,0;38,9;
21/03/2010;1800;;;;;;;;;;;
22/03/2010;0000;23,2;94,0;984,1;1,1;5,0;10,0;8,50;35,5;;;
22/03/2010;1200;28,0;79,0;984,5;1,1;5,0;7,0;;;19,1;0,3;
22/03/2010;1800;;;;;;;;;;;
23/03/2010;0000;28,7;66,0;982,4;1,6;5,0;8,0;9,20;34,6;;;
23/03/2010;1200;28,6;69,0;984,6;3,6;9,0;8,0;;;21,1;0,2;
23/03/2010;1800;;;;;;;;;;;
24/03/2010;0000;28,3;69,0;981,4;4,5;14,0;3,0;9,20;35,2;;;
24/03/2010;1200;28,0;66,0;983,8;1,1;23,0;9,0;;;20,7;0,0;
24/03/2010;1800;;;;;;;;;;;
25/03/2010;0000;28,5;58,0;981,2;2,1;9,0;0,0;8,40;35,8;;;
25/03/2010;1200;28,3;69,0;983,6;2,0;14,0;10,0;;;19,9;0,0;
25/03/2010;1800;;;;;;;;;;;
26/03/2010;0000;25,1;84,0;984,0;0,8;5,0;10,0;2,40;32,5;;;
26/03/2010;1200;27,5;71,0;985,0;1,1;14,0;9,0;;;20,9;0,0;
26/03/2010;1800;;;;;;;;;;;
27/03/2010;0000;27,3;84,0;983,0;1,8;5,0;10,0;7,70;35,0;;;
27/03/2010;1200;28,4;69,0;984,2;2,0;9,0;8,0;;;21,8;0,1;
27/03/2010;1800;;;;;;;;;;;
28/03/2010;0000;25,5;87,0;983,1;4,6;9,0;8,0;7,40;33,6;;;
28/03/2010;1200;28,0;70,0;984,4;1,6;9,0;8,0;;;20,1;2,0;
28/03/2010;1800;;;;;;;;;;;
29/03/2010;0000;23,4;98,0;984,0;2,3;9,0;10,0;5,40;32,7;;;
29/03/2010;1200;25,8;91,0;984,8;1,1;5,0;10,0;;;20,0;20,2;
29/03/2010;1800;;;;;;;;;;;
30/03/2010;0000;27,2;83,0;983,6;1,3;5,0;8,0;10,90;34,7;;;
30/03/2010;1200;28,0;74,0;984,2;3,5;9,0;3,0;;;20,8;0,5;
30/03/2010;1800;;;;;;;;;;;
31/03/2010;0000;28,4;77,0;982,2;1,1;9,0;7,0;11,00;35,3;;;
31/03/2010;1200;29,4;67,0;983,4;4,1;9,0;7,0;;;20,9;0,0;
31/03/2010;1800;;;;;;;;;;;
01/04/2010;0000;28,4;63,0;980,0;3,0;9,0;0,0;9,00;34,8;;;
01/04/2010;1200;28,8;73,0;982,6;3,8;9,0;3,0;;;20,8;0,0;
01/04/2010;1800;;;;;;;;;;;
02/04/2010;0000;26,1;92,0;981,4;0,8;5,0;5,0;10,50;34,8;;;
02/04/2010;1200;28,6;75,0;982,7;3,0;14,0;7,0;;;20,8;6,0;
02/04/2010;1800;;;;;;;;;;;
03/04/2010;0000;29,5;64,0;981,4;3,0;5,0;5,0;9,80;35,6;;;
03/04/2010;1200;28,7;72,0;983,6;4,1;9,0;7,0;;;20,3;0,0;
03/04/2010;1800;;;;;;;;;;;
04/04/2010;0000;28,0;72,0;982,6;1,1;32,0;4,0;9,20;35,0;;;
04/04/2010;1200;27,8;74,0;985,1;1,6;14,0;8,0;;;20,1;0,5;
04/04/2010;1800;;;;;;;;;;;
05/04/2010;0000;30,0;58,0;981,4;0,3;14,0;4,0;11,10;36,1;;;
05/04/2010;1200;29,0;66,0;984,0;3,3;14,0;8,0;;;20,5;0,0;
05/04/2010;1800;;;;;;;;;;;
06/04/2010;0000;30,0;62,0;981,0;2,0;5,0;6,0;7,40;33,5;;;
06/04/2010;1200;29,2;69,0;982,6;3,1;5,0;6,0;;;21,4;0,0;
06/04/2010;1800;;;;;;;;;;;
07/04/2010;0000;25,0;97,0;981,3;0,7;14,0;4,0;9,70;34,0;;;
07/04/2010;1200;27,8;79,0;982,2;1,3;5,0;7,0;;;20,4;1,9;
07/04/2010;1800;;;;;;;;;;;
08/04/2010;0000;25,2;86,0;982,4;1,6;5,0;7,0;8,20;34,4;;;
08/04/2010;1200;27,5;81,0;983,2;1,1;9,0;9,0;;;20,3;0,5;
08/04/2010;1800;;;;;;;;;;;
09/04/2010;0000;25,2;94,0;983,2;1,6;9,0;10,0;5,20;34,5;;;
09/04/2010;1200;27,5;76,0;985,3;1,0;23,0;10,0;;;20,8;2,0;
09/04/2010;1800;;;;;;;;;;;
10/04/2010;0000;25,2;88,0;985,3;2,8;14,0;10,0;6,90;33,0;;;
10/04/2010;1200;27,0;85,0;985,7;1,0;14,0;9,0;;;20,3;1,2;
10/04/2010;1800;;;;;;;;;;;
11/04/2010;0000;27,0;80,0;984,4;2,5;9,0;10,0;9,10;34,2;;;
11/04/2010;1200;28,5;69,0;983,6;1,3;14,0;6,0;;;20,5;0,0;
11/04/2010;1800;;;;;;;;;;;
12/04/2010;0000;25,0;94,0;982,5;5,0;9,0;10,0;9,80;33,6;;;
12/04/2010;1200;27,4;79,0;983,7;1,6;14,0;7,0;;;20,4;16,4;
12/04/2010;1800;;;;;;;;;;;
13/04/2010;0000;25,4;91,0;983,0;1,1;23,0;7,0;8,70;33,7;;;
13/04/2010;1200;27,1;82,0;985,0;0,7;14,0;6,0;;;20,1;0,6;
13/04/2010;1800;;;;;;;;;;;
14/04/2010;0000;28,5;75,0;983,6;0,7;14,0;8,0;11,00;35,3;;;
14/04/2010;1200;29,0;67,0;984,7;2,6;14,0;4,0;;;20,1;0,0;
14/04/2010;1800;;;;;;;;;;;
15/04/2010;0000;29,4;70,0;983,2;1,6;14,0;10,0;10,20;34,6;;;
15/04/2010;1200;28,0;69,0;984,6;4,8;9,0;6,0;;;20,7;7,4;
15/04/2010;1800;;;;;;;;;;;
16/04/2010;0000;29,2;61,0;981,9;4,5;9,0;0,0;10,70;35,3;;;
16/04/2010;1200;28,2;64,0;984,1;4,6;9,0;8,0;;;19,7;0,0;
16/04/2010;1800;;;;;;;;;;;
17/04/2010;0000;29,2;60,0;982,6;4,1;9,0;3,0;9,60;36,0;;;
17/04/2010;1200;28,3;70,0;984,8;6,3;9,0;7,0;;;20,8;0,0;
17/04/2010;1800;;;;;;;;;;;
18/04/2010;0000;25,5;85,0;985,3;2,8;5,0;10,0;6,20;33,5;;;
18/04/2010;1200;26,6;81,0;986,4;2,3;5,0;9,0;;;20,5;5,8;
18/04/2010;1800;;;;;;;;;;;
19/04/2010;0000;25,0;94,0;986,3;5,8;14,0;10,0;10,80;35,0;;;
19/04/2010;1200;28,9;72,0;985,7;2,1;36,0;6,0;;;20,2;6,6;
19/04/2010;1800;;;;;;;;;;;
20/04/2010;0000;28,2;74,0;983,9;1,0;14,0;4,0;10,20;35,7;;;
20/04/2010;1200;28,9;58,0;984,4;1,3;14,0;2,0;;;20,7;0,0;
20/04/2010;1800;;;;;;;;;;;
21/04/2010;0000;29,2;65,0;983,5;2,0;14,0;8,0;6,30;34,2;;;
21/04/2010;1200;29,0;66,0;984,5;2,5;14,0;9,0;;;20,5;0,0;
21/04/2010;1800;;;;;;;;;;;
22/04/2010;0000;27,3;76,0;984,0;1,6;9,0;4,0;8,10;35,0;;;
22/04/2010;1200;30,1;59,0;985,0;1,6;36,0;3,0;;;20,3;0,0;
22/04/2010;1800;;;;;;;;;;;
23/04/2010;0000;30,0;60,0;984,1;1,6;5,0;10,0;9,10;35,6;;;
23/04/2010;1200;29,4;64,0;985,2;4,1;14,0;5,0;;;21,8;0,0;
23/04/2010;1800;;;;;;;;;;;
24/04/2010;0000;27,2;67,0;984,1;2,6;9,0;6,0;10,90;34,6;;;
24/04/2010;1200;29,6;58,0;985,6;6,1;9,0;2,0;;;20,7;0,2;
24/04/2010;1800;;;;;;;;;;;
25/04/2010;0000;28,1;59,0;983,7;4,0;9,0;0,0;8,10;34,5;;;
25/04/2010;1200;29,2;61,0;984,5;5,5;9,0;5,0;;;20,9;0,0;
25/04/2010;1800;;;;;;;;;;;
26/04/2010;0000;26,5;76,0;983,9;1,5;9,0;0,0;10,70;36,0;;;
26/04/2010;1200;28,5;64,0;984,7;1,1;14,0;2,0;;;18,5;0,0;
26/04/2010;1800;;;;;;;;;;;
27/04/2010;0000;27,8;72,0;984,2;3,0;14,0;8,0;10,40;35,8;;;
27/04/2010;1200;28,8;63,0;986,2;3,5;9,0;6,0;;;20,9;0,0;
27/04/2010;1800;;;;;;;;;;;
28/04/2010;0000;28,5;60,0;984,2;2,1;14,0;3,0;10,30;36,1;;;
28/04/2010;1200;28,6;65,0;985,0;4,5;14,0;4,0;;;19,7;0,0;
28/04/2010;1800;;;;;;;;;;;
29/04/2010;0000;29,3;64,0;983,3;3,0;14,0;4,0;10,20;36,5;;;
29/04/2010;1200;29,7;57,0;985,5;1,3;14,0;5,0;;;20,3;0,0;
29/04/2010;1800;;;;;;;;;;;
30/04/2010;0000;30,2;65,0;982,8;0,8;14,0;8,0;5,10;36,0;;;
30/04/2010;1200;28,1;61,0;985,0;3,1;14,0;9,0;;;21,8;0,0;
30/04/2010;1800;;;;;;;;;;;
01/05/2010;0000;28,1;73,0;982,6;0,8;23,0;3,0;9,80;36,5;;;
01/05/2010;1200;29,0;61,0;984,8;1,8;14,0;4,0;;;20,4;0,0;
01/05/2010;1800;;;;;;;;;;;
02/05/2010;0000;29,3;70,0;983,6;1,1;5,0;8,0;7,70;35,7;;;
02/05/2010;1200;29,5;64,0;984,8;2,0;5,0;3,0;;;20,5;0,0;
02/05/2010;1800;;;;;;;;;;;
03/05/2010;0000;26,3;82,0;984,3;1,5;14,0;8,0;10,40;35,8;;;
03/05/2010;1200;29,5;64,0;985,9;3,6;14,0;5,0;;;20,4;3,0;
03/05/2010;1800;;;;;;;;;;;
04/05/2010;0000;28,5;65,0;983,1;3,6;14,0;3,0;9,70;35,7;;;
04/05/2010;1200;28,3;67,0;984,1;2,3;14,0;9,0;;;20,7;0,0;
04/05/2010;1800;;;;;;;;;;;
